Timestamp,Angry,Disgusted,Fearful,Happy,Neutral,Sad,Surprised
2025-04-25T16:50:01.246Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:02.462Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:03.565Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:04.931Z,0.00,0.00,0.00,0.00,50.00,0.00,50.00
2025-04-25T16:50:07.333Z,0.00,0.00,0.00,0.00,50.00,0.00,50.00
2025-04-25T16:50:08.462Z,0.00,0.00,0.00,0.00,50.00,0.00,50.00
2025-04-25T16:50:09.675Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:11.490Z,0.00,0.00,0.00,0.00,60.00,0.00,40.00
2025-04-25T16:50:12.629Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:14.314Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:15.418Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:16.618Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:18.974Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:20.324Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:21.553Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:22.701Z,0.00,0.00,0.00,33.33,66.67,0.00,0.00
2025-04-25T16:50:24.844Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:26.486Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:27.458Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:28.327Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:29.136Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:30.348Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:31.493Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:32.607Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:34.508Z,0.00,0.00,0.00,0.00,66.67,0.00,33.33
2025-04-25T16:50:35.667Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:37.307Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:38.358Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:39.522Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:40.021Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:41.554Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:42.526Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:43.931Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:45.505Z,0.00,0.00,0.00,50.00,50.00,0.00,0.00
2025-04-25T16:50:47.233Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:48.596Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:50.420Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:51.726Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:53.722Z,0.00,0.00,0.00,33.33,66.67,0.00,0.00
2025-04-25T16:50:55.515Z,0.00,0.00,0.00,25.00,75.00,0.00,0.00
2025-04-25T16:50:56.791Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:58.479Z,0.00,0.00,0.00,33.33,66.67,0.00,0.00
2025-04-25T16:50:59.663Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:01.337Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:02.338Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:03.341Z,0.00,0.00,0.00,0.00,50.00,0.00,50.00
2025-04-25T16:51:04.469Z,0.00,0.00,0.00,0.00,50.00,0.00,50.00
2025-04-25T16:51:05.616Z,0.00,0.00,0.00,0.00,0.00,0.00,100.00
2025-04-25T16:51:07.439Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:08.610Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:10.552Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:11.827Z,0.00,0.00,0.00,50.00,50.00,0.00,0.00
2025-04-25T16:51:14.150Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:15.256Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:16.984Z,0.00,0.00,0.00,0.00,66.67,0.00,33.33
2025-04-25T16:51:18.205Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:19.334Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:20.620Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:22.398Z,0.00,0.00,0.00,0.00,75.00,0.00,25.00
2025-04-25T16:51:23.954Z,0.00,0.00,0.00,0.00,50.00,0.00,50.00
2025-04-25T16:51:25.261Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:26.862Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:28.734Z,0.00,0.00,0.00,25.00,75.00,0.00,0.00
2025-04-25T16:51:30.768Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:32.564Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:33.747Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:36.017Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:37.597Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:39.589Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:41.600Z,0.00,0.00,0.00,0.00,75.00,0.00,25.00
2025-04-25T16:51:45.095Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:46.455Z,0.00,0.00,0.00,25.00,75.00,0.00,0.00
2025-04-25T16:51:48.107Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:49.660Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:51.687Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:51:54.008Z,0.00,0.00,0.00,50.00,50.00,0.00,0.00
2025-04-25T16:51:56.087Z,0.00,0.00,0.00,100.00,0.00,0.00,0.00
2025-04-25T16:51:58.226Z,0.00,0.00,0.00,75.00,25.00,0.00,0.00
2025-04-25T16:52:00.546Z,0.00,0.00,0.00,33.33,66.67,0.00,0.00
2025-04-25T16:52:02.105Z,0.00,0.00,0.00,0.00,75.00,0.00,25.00
2025-04-25T16:52:03.361Z,0.00,0.00,0.00,0.00,50.00,0.00,50.00
2025-04-25T16:52:04.457Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:52:05.905Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
